class	160	161	162	163	164	165	166	167	168	169
7	0.003304543	0.001462025	0.000449494	0.002246291	0.000635614	0.001836244	0.001643271	0.999668002	0.006505307	0.000975869
1	0.000446596	0.99963057	0.003174587	0.001469536	0.001258804	0.000655335	0.000365641	0.005038301	0.000313954	0.000623942
4	0.003189324	0.000537503	0.021732535	0.002691649	0.999632061	0.001956138	0.000587702	0.000812743	0.003611256	0.000984776
4	0.003714136	0.000639031	0.003016402	0.002771611	0.999645531	0.008452253	0.004674114	0.006821802	0.005872946	0.008942172
5	0.003501709	0.000617461	0.202581525	0.017687893	0.005354976	0.999340236	0.004881374	0.027124852	0.001771874	0.001388493
0	0.999612927	0.000886698	0.001548769	0.000719817	0.000575157	0.008499975	0.001283931	0.000225206	0.001159142	0.007860659
9	0.00180431	0.00027985	0.001734295	0.001325974	0.001286079	0.000430105	0.001054368	0.000762394	0.00027698	0.999674082
1	0.000252735	0.999655008	0.001048589	0.00232077	0.00100363	0.006293772	0.000597746	0.00660474	0.000308294	0.000363188
9	0.001191531	0.000701911	0.000249953	0.001809496	0.000555659	0.000874448	0.004733058	0.002946853	0.000331552	0.999676049
3	0.004307623	0.002239203	0.005557355	0.91612643	0.002204667	0.018810384	0.001952381	0.003950096	0.907043695	0.018868512
9	0.000356934	0.000495912	0.054462899	0.001314291	0.000536963	0.001195561	0.003064208	0.002020115	0.002022685	0.999629498
6	0.012678711	0.003084933	0.001478254	0.00095383	0.002634193	0.000921908	0.999593019	0.001717747	0.001183513	0.001203741
4	0.000437483	0.000854549	0.002075593	0.002795032	0.999637842	0.003099616	0.001637273	0.015470456	0.000866696	0.000501514
7	0.003996159	0.004968321	0.001951598	0.004491908	0.003725026	0.002066269	0.001688551	0.999663532	0.004179159	0.0015909
0	0.999627233	0.000757147	0.000803533	0.002195329	0.00135812	0.015863955	0.00450403	0.0014742	0.002942249	0.02187527
3	0.002835183	0.002990268	0.000859973	0.999732733	0.000880704	0.002299928	0.001239239	0.000572944	0.000772019	0.001978828
3	0.000577194	0.001328965	0.000926788	0.999699652	0.000491753	0.005373208	0.000882257	0.000523634	0.002789452	0.000448108
7	0.000504693	0.000299754	0.00131854	0.003092076	0.000797883	0.000377846	0.003228368	0.999647439	0.001639311	0.000470828
7	0.022391951	0.002503086	0.051295843	0.017835934	0.009618803	0.009113713	0.002391809	0.999650836	0.004416657	0.003218103
2	0.00054865	0.008779814	0.999607384	0.001883404	0.000802464	0.362241	0.002391356	0.000780626	0.001084588	0.006174138
1	0.001842675	0.999532163	0.001723861	0.002379726	0.000807596	0.001702368	0.000843156	0.001239776	0.005729211	0.001228986
4	0.000497366	0.001058938	0.000909518	0.000852748	0.999621093	0.002653448	0.008675471	0.004434642	0.00594368	0.007189219
3	0.00362215	0.001459424	0.003272151	0.999723077	0.003769122	0.027116623	0.001977749	0.001069512	0.000564208	0.001134666
1	0.000427197	0.999648631	0.000620531	0.003204948	0.000494264	0.000895931	0.005394263	0.000329344	0.005233177	0.00230639
4	0.000595622	0.001442151	0.000962899	0.001292638	0.999583483	0.000935849	0.000452471	0.008738803	0.001192665	0.015021633
6	0.000696031	0.00037319	0.004916618	0.001211609	0.001227712	0.001023851	0.999608159	0.000496393	0.003459514	0.002637096
5	0.001891116	0.000484652	0.009977722	0.00437806	0.001837907	0.999607682	0.00097622	0.002309998	0.001055408	0.001669018
6	0.001159612	0.0018809	0.00394215	0.007659427	0.001079972	0.005954925	0.999437094	0.003105108	0.002232183	0.002382097
4	0.000397811	0.000780814	0.005806509	0.000707455	0.999636769	0.001169113	0.005612519	0.000881302	0.000665386	0.000984992
9	0.00143752	0.000163789	0.000766276	0.000465895	0.015185804	0.000228062	0.001187958	0.001150779	0.000436522	0.999671161
7	0.000605726	0.002638523	0.004318606	0.005227671	0.001394061	0.001881354	0.001418747	0.999662101	0.005042272	0.000658631
9	0.002116467	0.001720451	0.001128918	0.00803132	0.001408968	0.026598778	0.002568404	0.200050697	0.001283803	0.997374356
7	0.004012203	0.001170406	0.002653453	0.00298965	0.015521552	0.010014676	0.020628104	0.999645054	0.002257339	0.001088528
6	0.001069646	0.002911946	0.002451913	0.00265562	0.000512767	0.001467695	0.99956286	0.005091423	0.003991332	0.007707185
3	0.001121527	0.002126334	0.000613575	0.999705553	0.000657686	0.007288961	0.00381392	0.000300054	0.000837168	0.000951344
7	0.00065334	0.001266513	0.003804093	0.004552566	0.000665291	0.00908175	0.000609353	0.999663472	0.000940035	0.011565217
2	0.001286795	0.000307396	0.999581099	0.008025396	0.00092781	0.002210169	0.003332244	0.00252743	0.00931904	0.001319348
1	0.000123442	0.999668837	0.000308088	0.001428912	0.001877237	0.000878384	0.000324834	0.001292038	0.00078333	0.003294446
3	0.001900147	0.002087445	0.001280168	0.999722779	0.003213592	0.002691184	0.004969175	0.001169029	0.002147917	0.0006385
9	0.000814537	0.000436368	0.080539741	0.002639445	0.014864324	0.01021848	0.001726575	0.003651689	0.002827591	0.999662697
7	0.000713293	0.001138213	0.00325316	0.000739468	0.000195658	0.001885484	0.002814374	0.999659896	0.00118652	0.001179182
2	0.0030312	0.000533075	0.999641955	0.000785821	0.000770155	0.00128813	0.039831366	0.003381182	0.001482559	0.000302352
8	0.000741022	0.000716268	0.016985027	0.004615179	0.002760354	0.002659416	0.002176638	0.00040461	0.999625206	0.00081265
7	0.000926377	0.00213391	0.002300674	0.001769906	0.002512299	0.00489994	0.000274738	0.999665439	0.001331514	0.009131398
6	0.003589786	0.00142162	0.001353887	0.001453825	0.001894972	0.002635539	0.999597073	0.001435861	0.004198256	0.000691086
3	0.000505339	0.004298229	0.000809873	0.999741733	0.000509912	0.002393498	0.001832844	0.012730711	0.004547514	0.001123181
9	0.002823832	0.004252867	0.012942995	0.001180219	0.00755629	0.001034673	0.023720156	0.006264061	0.010439631	0.999640763
1	0.001093249	0.999654353	0.001092049	0.006701428	0.000201924	0.002527815	0.005324479	0.000642404	0.00280705	0.000852913
1	0.000581725	0.99963057	0.000756767	0.000434769	0.000325248	0.000826182	0.001605063	0.001668847	0.00057074	0.000437513
6	0.000649001	0.003968997	0.114781335	0.003525608	0.001627622	0.001362365	0.999577165	0.001430545	0.001214343	0.003550873
6	0.016086398	0.002229156	0.000838616	0.003371061	0.004771819	0.001051048	0.999568701	0.000918627	0.001027019	0.004522863
5	0.001041287	0.001755326	0.005556435	0.00688767	0.002298744	0.99960345	0.001493024	0.000852441	0.008007719	0.001102165
9	0.017812636	0.000627823	0.022631755	0.001105296	0.004941321	0.106846444	0.001186407	0.001440327	0.012073087	0.999663293
2	0.001783924	0.003233801	0.99964416	0.004143079	0.002639655	0.006248524	0.011619989	0.001178653	0.005309933	0.001044407
9	0.00225058	0.000254237	0.015971636	0.001214065	0.006078659	0.004298546	0.000508988	0.001197204	0.002544076	0.999617398
8	0.002612005	0.005131567	0.00123418	0.008116325	0.001128593	0.004515234	0.007350191	0.008243675	0.999539554	0.002814774
3	0.003350387	0.001837275	0.000927392	0.999613106	0.001788637	0.006914882	0.002745002	0.000923035	0.002513241	0.000993229
7	0.002397389	0.004434182	0.000854461	0.00352688	0.000647948	0.004355264	0.000551947	0.999664545	0.001066383	0.002063336
4	0.003074024	0.000695531	0.007736745	0.003215313	0.999627829	0.00306207	0.000710368	0.004239636	0.000692602	0.032270383
9	0.000725114	0.000984924	0.001736944	0.000499759	0.002608751	0.000834905	0.006604688	0.001655971	0.000388881	0.999677539
5	0.001440001	0.000523517	0.002947397	0.013173803	0.000413148	0.999584079	0.00052278	0.00082413	0.003207687	0.000808763
7	0.00124487	0.000489443	0.00098775	0.003374495	0.00452022	0.016822051	0.002126554	0.99965477	0.018796215	0.002118628
7	0.002569991	0.003920819	0.001075262	0.011907673	0.031836279	0.002803358	0.00105072	0.999561906	0.002757482	0.001662586
0	0.999593854	0.000520119	0.001863741	0.001283546	0.001006862	0.001743991	0.000683675	0.003541775	0.002497595	0.006816573
8	0.000313031	0.000842535	0.004619593	0.002968196	0.000348801	0.000805659	0.001313299	0.000639242	0.999656439	0.000772866
6	0.000282903	0.000747729	0.00457399	0.000761459	0.004365412	0.000566929	0.999605238	0.000922562	0.000286715	0.003618706
5	0.001174072	0.00154501	0.001448457	0.003812598	0.002251995	0.999609828	0.000826164	0.000841067	0.000653665	0.000783922
8	0.001018173	0.000754653	0.003525329	0.006574643	0.001036555	0.001482181	0.000644354	0.0004834	0.999666095	0.000721521
